title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
State Capture Inquiry - Day 13 - Banks(Absa & FNB) 18 September 2018 Part 2,5175,9,3,0,0,https://www.youtube.com/watch?v=-3lWemcVCW8
