title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
State Capture Inquiry - Former FS Finance MEC Elzabe Rockman  16 October 2019,28512,61,16,0,0,https://www.youtube.com/watch?v=VDb-JpvTOJo
