title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
State Capture Inquiry  The Commission hears Eskom related evidence from Ms. Matsietsi Mokholo,48592,92,17,0,3,https://www.youtube.com/watch?v=VwcgUh0waPI
