title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
State Capture Inquiry - Phumla Williams Day 8 31 August 2018 Part 1,29502,93,17,0,0,https://www.youtube.com/watch?v=ss0u0_g8BLI
