title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
State Capture Inquiry  The Commission hears Eskom related evidence Zola Tsotsi,18926,49,9,0,3,https://www.youtube.com/watch?v=PM5Ido2YSq4
