title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
State Capture Inquiry - Themba Maseko Day 6 29 August 2018 Part 2,11842,28,2,0,0,https://www.youtube.com/watch?v=539kNdvoD6s
