title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
State Capture Inquiry - Former President Jacob Zuma 15 July 2019 Part 2,97349,317,60,0,0,https://www.youtube.com/watch?v=a06slF2pZaQ
